index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province
7195,clinique st-vincent,clinic or family medicine group,Ambulatory health care services,Province of Québec,,250,rue king est,J1G1A9,sherbrooke,qc
7196,clinique universitaire de médecine de famille de saint-jérôme (cumf de saint-jérôme),hospital,Hospitals,Province of Québec,,1000,rue labelle,J7Z5N6,saint-jérôme,qc
7197,cliniques de l'hôtel-dieu (chum),hospital,Hospitals,Province of Québec,,3840,rue saint-urbain,H2W1T8,montréal,qc
7198,cliniques médicales lacroix (cap-rouge),clinic or family medicine group,Ambulatory health care services,Province of Québec,,810,route jean-gauvin,G1X0B6,québec,qc
7199,cliniques médicales lacroix (centre médical berger - centre administratif),clinic or family medicine group,Ambulatory health care services,Province of Québec,,1000,chemin sainte-foy,G1S2L6,québec,qc
7200,cliniques médicales lacroix (lac-beauport),clinic or family medicine group,Ambulatory health care services,Province of Québec,,795,boulevard du lac,G2M0E4,québec,qc
7201,clsc (maison de naissance de l'outaouais),local community services centre (clsc),Ambulatory health care services,Province of Québec,,76,avenue gatineau,J8T4J3,gatineau,qc
7202,clsc - centre d'hébergement de valcourt (clsc),local community services centre (clsc),Ambulatory health care services,Province of Québec,,1150,rue champlain,J0E2L0,valcourt,qc
7203,clsc - chsld haute-ville-des-rivières - hôtel-dieu du sacré-coeur de jésus de québec,psychiatrique,Ambulatory health care services,Public Health Agency of Canada,,1,ave du sacré-coeur,G1N2W1,québec,qc
7204,clsc - urgence mineure - centre d'hébergement de windsor (clsc),local community services centre (clsc),Ambulatory health care services,Province of Québec,,23,rue ambroise-dearden,J1S1G8,windsor,qc
7205,clsc - urgence mineure - centre d'hébergement de windsor (um),local community services centre (clsc),Ambulatory health care services,Province of Québec,,23,rue ambroise-dearden,J1S1G8,windsor,qc
7206,clsc camirand (50),local community services centre (clsc),Ambulatory health care services,Province of Québec,,50,rue camirand,J1H4J5,sherbrooke,qc
7207,clsc cap-aux-meules,local community services centre (clsc),Ambulatory health care services,Province of Québec,,420,chemin principal les îles-de-la-madeleine,G4T1S1,québec,qc
7208,clsc centre d'hébergement de charny,soins prolongés,Nursing and residential care facilities,Public Health Agency of Canada,,9330,boul du centre-hospitalier,G6X1L6,charny,qc
7209,clsc châteauguay,local community services centre (clsc),Ambulatory health care services,Province of Québec,,95,avenue de la verdure,J6K0E8,châteauguay,qc
7210,clsc corinne-vallée-therrien,local community services centre (clsc),Ambulatory health care services,Province of Québec,,3,rue saint-joseph,G0H1A0,baie-trinité,qc
7211,clsc d'adstock,local community services centre (clsc),Ambulatory health care services,Province of Québec,,52,rue du parc,G0N1S0,adstock,qc
7212,clsc d'ahuntsic,local community services centre (clsc),Ambulatory health care services,Province of Québec,,1165,boulevard henri-bourassa est,H2C3K2,montréal,qc
7213,clsc d'alma,local community services centre (clsc),Ambulatory health care services,Province of Québec,,100,rue saint-joseph,G8B7A6,alma,qc
7214,clsc d'amos,local community services centre (clsc),Ambulatory health care services,Province of Québec,,632,1re rue ouest,J9T2N2,amos,qc
7215,clsc d'amqui,local community services centre (clsc),Ambulatory health care services,Province of Québec,,135,avenue gaétan-archambault,G5J2K5,amqui,qc
7216,clsc d'argenteuil (centre multiservices de santé et de services sociaux d'argenteuil,integrated health and social services centre (cisss) and integrated university health and social services centre (ciusss),Ambulatory health care services,Province of Québec,,145,avenue de la providence,J8H4C7,lachute,qc
7217,clsc d'armagh (prélèvements),local community services centre (clsc),Ambulatory health care services,Province of Québec,,72,rue principale,G0R1A0,armagh,qc
7218,clsc d'arthabaska,local community services centre (clsc),Ambulatory health care services,Province of Québec,,932,boulevard des bois-francs sud,G6P5V8,victoriaville,qc
7219,clsc d'east angus,local community services centre (clsc),Ambulatory health care services,Province of Québec,,149,rue kennedy,J0B1R0,east angus,qc
7220,clsc d'east broughton,local community services centre (clsc),Ambulatory health care services,Province of Québec,,763,10e avenue nord,G0N1H0,east broughton,qc
7221,clsc d'otter lake,local community services centre (clsc),Ambulatory health care services,Province of Québec,,340,avenue martineau,J0X2P0,otter lake,qc
7222,clsc de baie-des-sables,local community services centre (clsc),Ambulatory health care services,Province of Québec,,20,rue du couvent,G0J1C0,baie-des-sables,qc
7223,clsc de baie-johan-beetz,local community services centre (clsc),Ambulatory health care services,Province of Québec,,24,rue johan-beetz,G0G1B0,baie-johan-beetz,qc
7224,clsc de baie-saint-paul,local community services centre (clsc),Ambulatory health care services,Province of Québec,,10,rue boivin,G3Z1S8,baie-saint-paul,qc
7225,clsc de baie-sainte-catherine,local community services centre (clsc),Ambulatory health care services,Province of Québec,,309,rue leclerc,G0T1A0,baie-sainte-catherine,qc
7226,clsc de barachois,local community services centre (clsc),Ambulatory health care services,Province of Québec,,1070,route 132 est,G0C1A0,percé,qc
7227,clsc de bassin,local community services centre (clsc),Ambulatory health care services,Province of Québec,,599,chemin du bassin,G4T0C6,,qc
7228,clsc de beauharnois,local community services centre (clsc),Ambulatory health care services,Province of Québec,,142,rue saint-laurent beauharnois,J6N1V9,beauharnois,qc
7229,clsc de benny farm,local community services centre (clsc),Ambulatory health care services,Province of Québec,,6484,avenue de monkland,H4B1H3,montréal,qc
7230,clsc de berthierville,local community services centre (clsc),Ambulatory health care services,Province of Québec,,761,rue notre-dame,J0K1A0,berthierville,qc
7231,clsc de blanc-sablon (dentisterie),local community services centre (clsc),Ambulatory health care services,Province of Québec,,1077,boulevard dr-camille-marcoux,G0G1W0,blanc-sablon,qc
7232,clsc de bordeaux-cartierville,local community services centre (clsc),Ambulatory health care services,Province of Québec,,11822,avenue du bois-de-boulogne,H3M2X6,montréal,qc
7233,clsc de bromont,local community services centre (clsc),Ambulatory health care services,Province of Québec,,82,boulevard de bromont,J2L2K3,bromont,qc
7234,clsc de cantley,local community services centre (clsc),Ambulatory health care services,Province of Québec,,850,montée de la source,J8V3H4,cantley,qc
7235,clsc de cap-chat,local community services centre (clsc),Ambulatory health care services,Province of Québec,,49,rue notre-dame,G0J1E0,cap-chat,qc
7236,clsc de caplan,local community services centre (clsc),Ambulatory health care services,Province of Québec,,96,boulevard perron ouest,G0C1H0,caplan,qc
7237,clsc de causapscal,local community services centre (clsc),Ambulatory health care services,Province of Québec,,558,rue saint-jacques nord,G0J1J0,causapscal,qc
7238,clsc de chandler,local community services centre (clsc),Ambulatory health care services,Province of Québec,,633,avenue daignault,G0C1K0,chandler,qc
7239,clsc de chapeau,local community services centre (clsc),Ambulatory health care services,Province of Québec,,72,rue saint-patrick,J0X1M0,lîsle-aux-allumettes,qc
7240,clsc de chelsea,local community services centre (clsc),Ambulatory health care services,Province of Québec,,490,route 105,J9B1L2,chelsea,qc
7241,clsc de chertsey,local community services centre (clsc),Ambulatory health care services,Province of Québec,,485,rue dupuis,J0K3K0,chertsey,qc
7242,clsc de chertsey - unité mobile de prélèvements (rawdon),local community services centre (clsc),Ambulatory health care services,Province of Québec,,3733,rue charbonneau,J0K1S0,rawdon,qc
7243,clsc de chertsey - unité mobile de prélèvements (saint-alphonse-rodriguez),local community services centre (clsc),Ambulatory health care services,Province of Québec,,1100,rue notre-dame,J0K1W0,saint-alphonse-rodriguez,qc
7244,clsc de chertsey - unité mobile de prélèvements (saint-côme),local community services centre (clsc),Ambulatory health care services,Province of Québec,,1673,55e rue,J0K2B0,saint-côme,qc
7245,clsc de chevery,local community services centre (clsc),Ambulatory health care services,Province of Québec,,16,chemin netegamiou,G0G1G0,chevery côte-nord-du-golfe-du-saint-laurent,qc
7246,clsc de chicoutimi,local community services centre (clsc),Ambulatory health care services,Province of Québec,,411,rue de l'hôtel-dieu,G7H7Z5,saguenay,qc
7247,clsc de chicoutimi-nord,local community services centre (clsc),Ambulatory health care services,Province of Québec,,222,rue saint-éphrem,G7G2W5,saguenay,qc
7248,clsc de cookshire,local community services centre (clsc),Ambulatory health care services,Province of Québec,,700,rue craig nord,J0B1M0,cookshire-eaton,qc
7249,clsc de coteau-du-lac point de service,local community services centre (clsc),Ambulatory health care services,Province of Québec,,341,chemin du fleuve,J0P1B0,coteau-du-lac,qc
7250,clsc de cowansville-du-sud,local community services centre (clsc),Ambulatory health care services,Province of Québec,,397,rue de la rivière,J2K1N4,cowansville,qc
7251,clsc de cowansville-larouche,local community services centre (clsc),Ambulatory health care services,Province of Québec,,133,rue larouche,J2K1T2,cowansville,qc
7252,clsc de côte-des-neiges,local community services centre (clsc),Ambulatory health care services,Province of Québec,,5700,chemin de la côte-des-neiges,H3T2A8,montréal,qc
7253,clsc de côte-des-neiges (outremont),local community services centre (clsc),Ambulatory health care services,Province of Québec,,1271,avenue van horne,H2V1K5,montréal,qc
7254,clsc de côte-des-neiges (programme régional d'accueil et d'intégration des demandeurs d'asile),local community services centre (clsc),Ambulatory health care services,Province of Québec,,3725,rue saint-denis,H2X3L9,montréal,qc
7255,clsc de disraeli,local community services centre (clsc),Ambulatory health care services,Province of Québec,,245,avenue montcalm,G0N1E0,disraeli,qc
7256,clsc de donnacona,local community services centre (clsc),Ambulatory health care services,Province of Québec,,400,route 138,G3M1C3,donnacona,qc
7257,clsc de dorval-lachine,local community services centre (clsc),Ambulatory health care services,Province of Québec,,1900,rue notre-dame,H8S2G2,montréal,qc
7258,clsc de dégelis,local community services centre (clsc),Ambulatory health care services,Province of Québec,,103,7e rue est,G5T1Y6,dégelis,qc
7259,clsc de farnham,local community services centre (clsc),Ambulatory health care services,Province of Québec,,660,rue saint-paul,J2N3B9,farnham,qc
7260,clsc de franquelin,local community services centre (clsc),Ambulatory health care services,Province of Québec,,5,rue des cèdres,G0H1E0,franquelin,qc
7261,clsc de gallichan,local community services centre (clsc),Ambulatory health care services,Province of Québec,,207,chemin de la rivière ouest,J0Z2B0,gallichan,qc
7262,clsc de gascons,local community services centre (clsc),Ambulatory health care services,Province of Québec,,63,route 132 ouest,G0C1P0,port-daniel gascons,qc
7263,clsc de gaspé,local community services centre (clsc),Ambulatory health care services,Province of Québec,,205,boulevard de york ouest,G4X2V7,gaspé,qc
7264,clsc de gatineau (clinique de santé mentale pour adultes),local community services centre (clsc),Ambulatory health care services,Province of Québec,,85,rue saint-rédempteur,J8X4E6,gatineau,qc
7265,clsc de gatineau (de la gappe),local community services centre (clsc),Ambulatory health care services,Province of Québec,,777,boulevard de la gappe,J8T8R2,gatineau,qc
7266,clsc de gatineau (leguerrier),local community services centre (clsc),Ambulatory health care services,Province of Québec,,425,rue leguerrier,J9H6N8,gatineau,qc
7267,clsc de gatineau (saint-rédempteur),local community services centre (clsc),Ambulatory health care services,Province of Québec,,85,rue saint-rédempteur,J8X4E6,gatineau,qc
7268,clsc de godbout,local community services centre (clsc),Ambulatory health care services,Province of Québec,,101,rue levack,G0H1G0,godbout,qc
7269,clsc de gracefield,local community services centre (clsc),Ambulatory health care services,Province of Québec,,12-a,rue principale,J0X1W0,gracefield,qc
7270,clsc de grande-vallée,local community services centre (clsc),Ambulatory health care services,Province of Québec,,71,rue saint-françois-xavier est,G0E1K0,grande-vallée,qc
7271,clsc de henryville,local community services centre (clsc),Ambulatory health care services,Province of Québec,,125,rue de l'église,J0J1E0,henryville,qc
7272,clsc de hochelaga-maisonneuve,local community services centre (clsc),Ambulatory health care services,Province of Québec,,4201,rue ontario est,H1V1K2,montréal,qc
7273,clsc de joliette,local community services centre (clsc),Ambulatory health care services,Province of Québec,,380,boulevard base-de-roc,J6E9J6,joliette,qc
7274,clsc de jonquière,local community services centre (clsc),Ambulatory health care services,Province of Québec,,3667,boulevard harvey,G7X3A9,saguenay,qc
7275,clsc de kegaska,local community services centre (clsc),Ambulatory health care services,Province of Québec,,90,chemin normand,G0G1S0,côte-nord-du-golfe-du-saint-laurent kegaska,qc
7276,clsc de l'ancienne-lorette,local community services centre (clsc),Ambulatory health care services,Province of Québec,,1320,rue saint-paul,G2E1Z4,lancienne-lorette,qc
7277,clsc de l'ascension-de-notre-seigneur,local community services centre (clsc),Ambulatory health care services,Province of Québec,,3815,3e avenue ouest,G0W1Y0,lascension-de-notre-seigneur,qc
7278,clsc de l'est,local community services centre (clsc),Ambulatory health care services,Province of Québec,,773,chemin principal,G4T6B5,grosse-île,qc
7279,clsc de l'est-de-montréal,local community services centre (clsc),Ambulatory health care services,Province of Québec,,13926,rue notre-dame est,H1A1T5,montréal,qc
7280,clsc de l'isle-verte,local community services centre (clsc),Ambulatory health care services,Province of Québec,,150,rue saint-jean-baptiste,G0L1K0,lisle-verte,qc
7281,clsc de l'ouest de l'île,local community services centre (clsc),Ambulatory health care services,Province of Québec,,4250,boulevard dagenais fabreville ouest,H7R1L4,laval,qc
7282,clsc de l'érable,local community services centre (clsc),Ambulatory health care services,Province of Québec,,1331,rue saint-calixte,G6L1P4,plessisville,qc
7283,clsc de l'île d'entrée,local community services centre (clsc),Ambulatory health care services,Province of Québec,,124,chemin big,G4T1Z2,hill,qc
7284,clsc de l'îsle-aux-coudres,local community services centre (clsc),Ambulatory health care services,Province of Québec,,25,chemin de la traverse,G0A3J0,lisle-aux-coudres,qc
7285,clsc de la basse-ville,local community services centre (clsc),Ambulatory health care services,Province of Québec,,50,rue saint-joseph est,G1K3A5,québec,qc
7286,clsc de la guadeloupe,local community services centre (clsc),Ambulatory health care services,Province of Québec,,437,15e rue ouest,G0M1G0,la guadeloupe,qc
7287,clsc de la haute-ville,local community services centre (clsc),Ambulatory health care services,Province of Québec,,55,chemin sainte-foy,G1R1S9,québec,qc
7288,clsc de la haute-ville - édifice courchesne,local community services centre (clsc),Ambulatory health care services,Province of Québec,,383,chemin sainte-foy,G1S2J1,québec,qc
7289,clsc de la jacques-cartier (loretteville),local community services centre (clsc),Ambulatory health care services,Province of Québec,,11999,rue de l'hôpital,G2A2T7,québec,qc
7290,clsc de la jacques-cartier (sainte-catherine-de-la-jacques-cartier ),local community services centre (clsc),Ambulatory health care services,Province of Québec,,4500,route de fossambault,G3N2T5,sainte-catherine-de-la-jacques-cartier,qc
7291,clsc de la malbaie,local community services centre (clsc),Ambulatory health care services,Province of Québec,,535,boulevard de comporté,G5A1S8,la malbaie,qc
7292,clsc de la mrc-d'acton,local community services centre (clsc),Ambulatory health care services,Province of Québec,,1266,rue lemay,J0H1A0,acton vale,qc
7293,clsc de la patrie,local community services centre (clsc),Ambulatory health care services,Province of Québec,,40,rue dumoulin,J0B1Y0,la patrie,qc
7294,clsc de la petite-patrie,local community services centre (clsc),Ambulatory health care services,Province of Québec,,6520,rue de saint-vallier,H2S2P7,montréal,qc
7295,clsc de la pinière - centre de prélèvements,local community services centre (clsc),Ambulatory health care services,Province of Québec,,3195,boulevard de la pinière,J6X4P7,terrebonne,qc
7296,clsc de la pocatiere,local community services centre (clsc),Ambulatory health care services,Province of Québec,,1201,6e avenue pilote,G0R1Z0,la pocatière,qc
7297,clsc de la sarre,local community services centre (clsc),Ambulatory health care services,Province of Québec,,679,2e rue est,J9Z3J7,la sarre,qc
7298,clsc de la tabatiere,local community services centre (clsc),Ambulatory health care services,Province of Québec,,40,route mécatina,G0G2R0,la tabatière gros-mécatina,qc
7299,clsc de la vallée-des-forts,local community services centre (clsc),Ambulatory health care services,Province of Québec,,978,boulevard du séminaire nord,J3A1E5,saint-jean-sur-richelieu,qc
7300,clsc de la visitation,local community services centre (clsc),Ambulatory health care services,Province of Québec,,1705,rue de la visitation,H2L3C3,montréal,qc
7301,clsc de labelle,local community services centre (clsc),Ambulatory health care services,Province of Québec,,17,rue du couvent,J0T1H0,labelle,qc
7302,clsc de lac-brome,local community services centre (clsc),Ambulatory health care services,Province of Québec,,270,rue victoria,J0E1V0,lac-brome,qc
7303,clsc de lac-des-aigles,local community services centre (clsc),Ambulatory health care services,Province of Québec,,69,rue principale,G0K1V0,lac-des-aigles,qc
7304,clsc de lasalle,local community services centre (clsc),Ambulatory health care services,Province of Québec,,8550,boulevard newman,H8N1Y5,montréal,qc
7305,clsc de laurier-station (clsc et centre de services externes pour les aînés de laurier-station),local community services centre (clsc),Ambulatory health care services,Province of Québec,,135,rue de la station,G0S1N0,laurier-station,qc
7306,clsc de lavaltrie,local community services centre (clsc),Ambulatory health care services,Province of Québec,,1400,rue notre-dame,J5T1M6,lavaltrie,qc
7307,clsc de les hauteurs,local community services centre (clsc),Ambulatory health care services,Province of Québec,,54,rue de l'église,G0K1C0,les hauteurs,qc
7308,clsc de limoilou,local community services centre (clsc),Ambulatory health care services,Province of Québec,,1405,chemin de la canardière,G1J0A7,québec,qc
7309,clsc de longue-pointe-de mingan,local community services centre (clsc),Ambulatory health care services,Province of Québec,,870,chemin du roi,G0G1V0,longue-pointe-de-mingan,qc
7310,clsc de longueuil-ouest,local community services centre (clsc),Ambulatory health care services,Province of Québec,,201,boulevard curé-poirier ouest,J4J2G4,longueuil,qc
7311,clsc de low,local community services centre (clsc),Ambulatory health care services,Province of Québec,,334,route 105,J0X2C0,low,qc
7312,clsc de maniwaki,local community services centre (clsc),Ambulatory health care services,Province of Québec,,149,rue principale nord,J9E2B7,maniwaki,qc
7313,clsc de mansfield-et-pontefract (fort-coulonge),local community services centre (clsc),Ambulatory health care services,Province of Québec,,160,chemin de la chute,J0X1R0,mansfield-et-pontefract,qc
7314,clsc de marsoui,local community services centre (clsc),Ambulatory health care services,Province of Québec,,10,route principale est,G0E1S0,marsoui,qc
7315,clsc de masham (la pêche),local community services centre (clsc),Ambulatory health care services,Province of Québec,,9,chemin passe-partout,J0X2W0,la pêche,qc
7316,clsc de matane,clinic or family medicine group,Ambulatory health care services,Province of Québec,,349,avenue saint-jérôme,G4W3A8,matane,qc
7317,clsc de matane (les méchins),clinic or family medicine group,Ambulatory health care services,Province of Québec,,110,rue pelletier,G0J1T0,les méchins,qc
7318,clsc de mercier-est,local community services centre (clsc),Ambulatory health care services,Province of Québec,,9503,rue sherbrooke est,H1L6P2,montréal,qc
7319,clsc de mont-louis,local community services centre (clsc),Ambulatory health care services,Province of Québec,,19,1e avenue mont-louis ouest,G0E1T0,saint-maxime-du-mont-louis,qc
7320,clsc de mont-tremblant,local community services centre (clsc),Ambulatory health care services,Province of Québec,,635,rue léonard,J8E3H9,mont-tremblant,qc
7321,clsc de montréal-nord,local community services centre (clsc),Ambulatory health care services,Province of Québec,,11441,boulevard lacordaire,H1G4J9,montréal,qc
7322,clsc de murdochville,local community services centre (clsc),Ambulatory health care services,Province of Québec,,600,avenue du dr-william-may,G0E1W0,murdochville,qc
7323,clsc de mutton bay,local community services centre (clsc),Ambulatory health care services,Province of Québec,,46,route mécatina,G0G2C0,mutton bay gros-mécatina,qc
7324,clsc de métabetchouan-lac-à-la-croix,local community services centre (clsc),Ambulatory health care services,Province of Québec,,1895,route 169,G8G1B4,métabetchouan lac-à-la-croix,qc
7325,clsc de natashquan,local community services centre (clsc),Ambulatory health care services,Province of Québec,,47,chemin den haut,G0G2E0,natashquan,qc
7326,clsc de notre-dame-des-sept-douleurs,local community services centre (clsc),Ambulatory health care services,Province of Québec,,6001,chemin de lîle,G0L1K0,notre-dame-des-sept-douleurs,qc
7327,clsc de notre-dame-du-laus,local community services centre (clsc),Ambulatory health care services,Province of Québec,,8,rue saint-denis,J0X2M0,notre-dame-du-laus,qc
7328,clsc de parc-extension,local community services centre (clsc),Ambulatory health care services,Province of Québec,,7085,rue hutchison,H3N1Y9,montréal,qc
7329,clsc de parent,local community services centre (clsc),Ambulatory health care services,Province of Québec,,9,rue de l'hôtel-de-ville,G0X3P0,la tuque,qc
7330,clsc de paspébiac,local community services centre (clsc),Ambulatory health care services,Province of Québec,,273,boulevard gérard-d-levesque ouest,G0C2K0,paspébiac,qc
7331,clsc de percé,local community services centre (clsc),Ambulatory health care services,Province of Québec,,98,route 132 ouest,G0C2L0,percé,qc
7332,clsc de piedmont,local community services centre (clsc),Ambulatory health care services,Province of Québec,,694,chemin avila,J0R1R3,piedmont,qc
7333,clsc de pierrefonds,local community services centre (clsc),Ambulatory health care services,Province of Québec,,13800,boulevard gouin ouest,H8Z3H6,montréal,qc
7334,clsc de pohénégamook,soins aux malades chroniques,Nursing and residential care facilities,Public Health Agency of Canada,,1922,rue st-vallier,G0L1J0,pohénégamook,qc
7335,clsc de pont-rouge,local community services centre (clsc),Ambulatory health care services,Province of Québec,,3,rue du jardin,G3H0A8,pont-rouge,qc
7336,clsc de port-menier,local community services centre (clsc),Ambulatory health care services,Province of Québec,,2-a,chemin de la rivière-aux-canards,G0G2Y0,lîle-danticosti,qc
7337,clsc de portneuf,local community services centre (clsc),Ambulatory health care services,Province of Québec,,500,rue notre-dame,G0A2Y0,portneuf,qc
7338,clsc de quyon,local community services centre (clsc),Ambulatory health care services,Province of Québec,,1164,rue de clarendon,J0X2V0,pontiac,qc
7339,clsc de rapides-des-joachims,local community services centre (clsc),Ambulatory health care services,Province of Québec,,48-a,rue de l'église,J0X3M0,rapides-des-joachims,qc
7340,clsc de richmond,local community services centre (clsc),Ambulatory health care services,Province of Québec,,110,rue barlow,J0B2H0,richmond,qc
7341,clsc de rimouski (135  165 et 180 rue des gouverneurs),local community services centre (clsc),Ambulatory health care services,Province of Québec,,165,rue des gouverneurs,G5L7R2,rimouski,qc
7342,clsc de rimouski (point de service saint-fabien),local community services centre (clsc),Ambulatory health care services,Province of Québec,,115,1re rue,G0L2Z0,saint-fabien,qc
7343,clsc de rimouski (point de service saint-marcellin),local community services centre (clsc),Ambulatory health care services,Province of Québec,,4,route de l'église,G0K1R0,saint-marcellin,qc
7344,clsc de rimouski (point de service saint-narcisse),local community services centre (clsc),Ambulatory health care services,Province of Québec,,7,rue du pavillon,G0K1S0,saint-narcisse-de-rimouski,qc
7345,clsc de rivière-au-renard,local community services centre (clsc),Ambulatory health care services,Province of Québec,,154,boulevard renard est,G4X5R5,gaspé,qc
7346,clsc de rivière-au-tonnerre,local community services centre (clsc),Ambulatory health care services,Province of Québec,,430,rue jacques-cartier,G0G2L0,rivière-au-tonnerre,qc
7347,clsc de rivière-bleue,local community services centre (clsc),Ambulatory health care services,Province of Québec,,45,rue du foyer sud,G0L2B0,rivière-bleue,qc
7348,clsc de rivière-des-prairies,local community services centre (clsc),Ambulatory health care services,Province of Québec,,8655,boulevard perras,H1E4M7,montréal,qc
7349,clsc de rivière-du-loup,local community services centre (clsc),Ambulatory health care services,Province of Québec,,22,rue saint-laurent,G5R4W5,rivière-du-loup,qc
7350,clsc de rivière-saint-jean,local community services centre (clsc),Ambulatory health care services,Province of Québec,,328,rue saint-jean,G0G2N0,rivière-saint-jean,qc
7351,clsc de rivière-saint-paul,local community services centre (clsc),Ambulatory health care services,Province of Québec,,321,boulevard bonne espérance,G0G2P0,rivière-saint-paul rivière-saint-paul,qc
7352,clsc de rivière-à-pierre,local community services centre (clsc),Ambulatory health care services,Province of Québec,,605,rue de l'église est,G0A3A0,rivière-à-pierre,qc
7353,clsc de roberval,local community services centre (clsc),Ambulatory health care services,Province of Québec,,400,avenue bergeron aile a,G8H1K8,roberval,qc
7354,clsc de rosemont,local community services centre (clsc),Ambulatory health care services,Province of Québec,,2909,rue rachel est,H1W0A9,montréal,qc
7355,clsc de rouyn-noranda,local community services centre (clsc),Ambulatory health care services,Province of Québec,,1,9e rue,J9X2A9,rouyn-noranda,qc
7356,clsc de sacré-coeur,local community services centre (clsc),Ambulatory health care services,Province of Québec,,55,rue lévesque,G0T1Y0,sacré-coeur,qc
7357,clsc de saint-antoine de-l'isle-aux-grues,local community services centre (clsc),Ambulatory health care services,Province of Québec,,101,chemin de la volière,G0R1P0,saint-antoine-de-lisle-aux-grues,qc
7358,clsc de saint-augustin,local community services centre (clsc),Ambulatory health care services,Province of Québec,,264,avenue du plateau,G0G2R0,saint-augustin,qc
7359,clsc de saint-clément,local community services centre (clsc),Ambulatory health care services,Province of Québec,,25,rue saint-pierre,G0L2N0,saint-clément,qc
7360,clsc de saint-cyprien,local community services centre (clsc),Ambulatory health care services,Province of Québec,,101,rue collin,G0L2P0,saint-cyprien,qc
7361,clsc de saint-césaire,local community services centre (clsc),Ambulatory health care services,Province of Québec,,1394,rue notre-dame,J0L1T0,saint-césaire,qc
7362,clsc de saint-donat,local community services centre (clsc),Ambulatory health care services,Province of Québec,,377,rue du foyer,J0T2C0,saint-donat,qc
7363,clsc de saint-esprit,local community services centre (clsc),Ambulatory health care services,Province of Québec,,110,rue saint-isidore,J0K2L0,saint-esprit,qc
7364,clsc de saint-georges (centre multiservices de santé et de services sociaux de saint-georges),local community services centre (clsc),Ambulatory health care services,Province of Québec,,12523,25e avenue,G5Y5N6,saint-georges,qc
7365,clsc de saint-guillaume,local community services centre (clsc),Ambulatory health care services,Province of Québec,,207,rue principale,J0C1L0,saint-guillaume,qc
7366,clsc de saint-gédéon-de-beauce,local community services centre (clsc),Ambulatory health care services,Province of Québec,,127,1re avenue sud,G0M1T0,saint-gédéon-de-beauce,qc
7367,clsc de saint-henri,local community services centre (clsc),Ambulatory health care services,Province of Québec,,3833,rue notre-dame ouest,H4C1P8,montréal,qc
7368,clsc de saint-jean-de-dieu,local community services centre (clsc),Ambulatory health care services,Province of Québec,,20,rue de la villa,G0L3M0,saint-jean-de-dieu,qc
7369,clsc de saint-joseph,local community services centre (clsc),Ambulatory health care services,Province of Québec,,261,rue laurier,J2G5K9,granby,qc
7370,clsc de saint-joseph-de-beauce,local community services centre (clsc),Ambulatory health care services,Province of Québec,,1125,avenue du palais,G0S2V0,saint-joseph-de-beauce,qc
7371,clsc de saint-laurent,local community services centre (clsc),Ambulatory health care services,Province of Québec,,1055,avenue sainte-croix,H4L3Z2,montréal,qc
7372,clsc de saint-lazare-de-bellechasse,local community services centre (clsc),Ambulatory health care services,Province of Québec,,100-a,rue monseigneur-bilodeau,G0R3J0,saint-lazare-de-bellechasse,qc
7373,clsc de saint-léonard,local community services centre (clsc),Ambulatory health care services,Province of Québec,,5540,rue jarry est,H1P1T9,montréal,qc
7374,clsc de saint-léonard-d'aston,local community services centre (clsc),Ambulatory health care services,Province of Québec,,346,rue béliveau,J0C1M0,saint-léonard-daston,qc
7375,clsc de saint-marc-des-carrières,local community services centre (clsc),Ambulatory health care services,Province of Québec,,1045,boulevard bona-dussault,G0A4B0,saint-marc-des-carrières,qc
7376,clsc de saint-michel,local community services centre (clsc),Ambulatory health care services,Province of Québec,,3355,rue jarry est,H1Z2E5,montréal,qc
7377,clsc de saint-michel-des-saints,local community services centre (clsc),Ambulatory health care services,Province of Québec,,171,rue guy-gauthier,J0K3B0,saint-michel-des-saints,qc
7378,clsc de saint-omer,local community services centre (clsc),Ambulatory health care services,Province of Québec,,107,route 132 ouest,G0C2Z0,carleton-sur-mer,qc
7379,clsc de saint-pamphile (clsc et centre de services externes pour les aînés de saint-pamphile),local community services centre (clsc),Ambulatory health care services,Province of Québec,,103,rue du foyer nord,G0R3X0,saint-pamphile,qc
7380,clsc de saint-pascal,local community services centre (clsc),Ambulatory health care services,Province of Québec,,595,avenue martin,G0L3Y0,saint-pascal,qc
7381,clsc de saint-paulin,local community services centre (clsc),Ambulatory health care services,Province of Québec,,2841,rue laflèche,J0K3G0,saint-paulin,qc
7382,clsc de saint-raymond,local community services centre (clsc),Ambulatory health care services,Province of Québec,,700,rue saint-cyrille,G3L1W1,saint-raymond,qc
7383,clsc de saint-romuald,local community services centre (clsc),Ambulatory health care services,Province of Québec,,1205,boulevard guillaume-couture,G6W0J6,lévis,qc
7384,clsc de saint-sauveur,local community services centre (clsc),Ambulatory health care services,Province of Québec,,150,rue principale,J0R1R6,saint-sauveur,qc
7385,clsc de saint-siméon,local community services centre (clsc),Ambulatory health care services,Province of Québec,,371,rue saint-laurent,G0T1X0,saint-siméon,qc
7386,clsc de saint-ubalde,local community services centre (clsc),Ambulatory health care services,Province of Québec,,427,boulevard chabot,G0A4L0,saint-ubalde,qc
